,trip_id,arrival_time_x,departure_time_x,stop_id_x,stop_sequence_x,stop_headsign_x,pickup_type_x,drop_off_type_x,shape_dist_traveled_x,timepoint_x,arrival_time_y,departure_time_y,stop_id_y,stop_sequence_y,stop_headsign_y,pickup_type_y,drop_off_type_y,shape_dist_traveled_y,timepoint_y,route_id,service_id,trip_headsign,direction_id,block_id,shape_id
0,t13CD-sl2-p46A-r28,24960.0,24960.0,1020,0,,,,0.0,1,24960.0,24960.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1130_shp
1,t13CD-sl2-p46A-r28,24960.0,24960.0,1020,0,,,,0.0,1,25380.0,25380.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,152,1130_shp
2,t13CD-sl2-p46A-r28,24960.0,24960.0,1020,0,,,,0.0,1,25147.0,25147.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,152,1130_shp
3,t13CD-sl2-p46A-r28,24960.0,24960.0,1020,0,,,,0.0,1,25645.0,25645.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,152,1130_shp
4,t13CD-sl2-p46A-r28,24960.0,24960.0,1020,0,,,,0.0,1,25800.0,25800.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,152,1130_shp
5,t13CD-sl2-p46A-r28,24960.0,24960.0,1020,0,,,,0.0,1,25047.0,25047.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,152,1130_shp
6,t13CD-sl2-p46A-r28,25047.0,25047.0,74,87,,,,973.907534,0,24960.0,24960.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1130_shp
7,t13CD-sl2-p46A-r28,25047.0,25047.0,74,87,,,,973.907534,0,25380.0,25380.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,152,1130_shp
8,t13CD-sl2-p46A-r28,25047.0,25047.0,74,87,,,,973.907534,0,25147.0,25147.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,152,1130_shp
9,t13CD-sl2-p46A-r28,25047.0,25047.0,74,87,,,,973.907534,0,25645.0,25645.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,152,1130_shp
10,t13CD-sl2-p46A-r28,25047.0,25047.0,74,87,,,,973.907534,0,25800.0,25800.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,152,1130_shp
11,t13CD-sl2-p46A-r28,25047.0,25047.0,74,87,,,,973.907534,0,25047.0,25047.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,152,1130_shp
12,t13CD-sl2-p46A-r28,25147.0,25147.0,529,187,,,,2354.056386,0,24960.0,24960.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1130_shp
13,t13CD-sl2-p46A-r28,25147.0,25147.0,529,187,,,,2354.056386,0,25380.0,25380.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,152,1130_shp
14,t13CD-sl2-p46A-r28,25147.0,25147.0,529,187,,,,2354.056386,0,25147.0,25147.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,152,1130_shp
15,t13CD-sl2-p46A-r28,25147.0,25147.0,529,187,,,,2354.056386,0,25645.0,25645.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,152,1130_shp
16,t13CD-sl2-p46A-r28,25147.0,25147.0,529,187,,,,2354.056386,0,25800.0,25800.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,152,1130_shp
17,t13CD-sl2-p46A-r28,25147.0,25147.0,529,187,,,,2354.056386,0,25047.0,25047.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,152,1130_shp
18,t13CD-sl2-p46A-r28,25380.0,25380.0,1022,420,,,,5680.925021,1,24960.0,24960.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1130_shp
19,t13CD-sl2-p46A-r28,25380.0,25380.0,1022,420,,,,5680.925021,1,25380.0,25380.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,152,1130_shp
20,t13CD-sl2-p46A-r28,25380.0,25380.0,1022,420,,,,5680.925021,1,25147.0,25147.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,152,1130_shp
21,t13CD-sl2-p46A-r28,25380.0,25380.0,1022,420,,,,5680.925021,1,25645.0,25645.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,152,1130_shp
22,t13CD-sl2-p46A-r28,25380.0,25380.0,1022,420,,,,5680.925021,1,25800.0,25800.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,152,1130_shp
23,t13CD-sl2-p46A-r28,25380.0,25380.0,1022,420,,,,5680.925021,1,25047.0,25047.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,152,1130_shp
24,t13CD-sl2-p46A-r28,25645.0,25645.0,588,685,,,,9245.25269,0,24960.0,24960.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1130_shp
25,t13CD-sl2-p46A-r28,25645.0,25645.0,588,685,,,,9245.25269,0,25380.0,25380.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,152,1130_shp
26,t13CD-sl2-p46A-r28,25645.0,25645.0,588,685,,,,9245.25269,0,25147.0,25147.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,152,1130_shp
27,t13CD-sl2-p46A-r28,25645.0,25645.0,588,685,,,,9245.25269,0,25645.0,25645.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,152,1130_shp
28,t13CD-sl2-p46A-r28,25645.0,25645.0,588,685,,,,9245.25269,0,25800.0,25800.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,152,1130_shp
29,t13CD-sl2-p46A-r28,25645.0,25645.0,588,685,,,,9245.25269,0,25047.0,25047.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,152,1130_shp
30,t13CD-sl2-p46A-r28,25800.0,25800.0,67,840,,,,10971.529564,1,24960.0,24960.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1130_shp
31,t13CD-sl2-p46A-r28,25800.0,25800.0,67,840,,,,10971.529564,1,25380.0,25380.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,152,1130_shp
32,t13CD-sl2-p46A-r28,25800.0,25800.0,67,840,,,,10971.529564,1,25147.0,25147.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,152,1130_shp
33,t13CD-sl2-p46A-r28,25800.0,25800.0,67,840,,,,10971.529564,1,25645.0,25645.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,152,1130_shp
34,t13CD-sl2-p46A-r28,25800.0,25800.0,67,840,,,,10971.529564,1,25800.0,25800.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,152,1130_shp
35,t13CD-sl2-p46A-r28,25800.0,25800.0,67,840,,,,10971.529564,1,25047.0,25047.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,152,1130_shp
36,t13CE-sl2-p46A-r42,25680.0,25680.0,1020,0,,,,0.0,1,25680.0,25680.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,154,1130_shp
37,t13CE-sl2-p46A-r42,25680.0,25680.0,1020,0,,,,0.0,1,26100.0,26100.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,154,1130_shp
38,t13CE-sl2-p46A-r42,25680.0,25680.0,1020,0,,,,0.0,1,25867.0,25867.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,154,1130_shp
39,t13CE-sl2-p46A-r42,25680.0,25680.0,1020,0,,,,0.0,1,26365.0,26365.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,154,1130_shp
40,t13CE-sl2-p46A-r42,25680.0,25680.0,1020,0,,,,0.0,1,26520.0,26520.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,154,1130_shp
41,t13CE-sl2-p46A-r42,25680.0,25680.0,1020,0,,,,0.0,1,25767.0,25767.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,154,1130_shp
42,t13CE-sl2-p46A-r42,25767.0,25767.0,74,87,,,,973.907534,0,25680.0,25680.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,154,1130_shp
43,t13CE-sl2-p46A-r42,25767.0,25767.0,74,87,,,,973.907534,0,26100.0,26100.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,154,1130_shp
44,t13CE-sl2-p46A-r42,25767.0,25767.0,74,87,,,,973.907534,0,25867.0,25867.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,154,1130_shp
45,t13CE-sl2-p46A-r42,25767.0,25767.0,74,87,,,,973.907534,0,26365.0,26365.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,154,1130_shp
46,t13CE-sl2-p46A-r42,25767.0,25767.0,74,87,,,,973.907534,0,26520.0,26520.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,154,1130_shp
47,t13CE-sl2-p46A-r42,25767.0,25767.0,74,87,,,,973.907534,0,25767.0,25767.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,154,1130_shp
48,t13CE-sl2-p46A-r42,25867.0,25867.0,529,187,,,,2354.056386,0,25680.0,25680.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,154,1130_shp
49,t13CE-sl2-p46A-r42,25867.0,25867.0,529,187,,,,2354.056386,0,26100.0,26100.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,154,1130_shp
50,t13CE-sl2-p46A-r42,25867.0,25867.0,529,187,,,,2354.056386,0,25867.0,25867.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,154,1130_shp
51,t13CE-sl2-p46A-r42,25867.0,25867.0,529,187,,,,2354.056386,0,26365.0,26365.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,154,1130_shp
52,t13CE-sl2-p46A-r42,25867.0,25867.0,529,187,,,,2354.056386,0,26520.0,26520.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,154,1130_shp
53,t13CE-sl2-p46A-r42,25867.0,25867.0,529,187,,,,2354.056386,0,25767.0,25767.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,154,1130_shp
54,t13CE-sl2-p46A-r42,26100.0,26100.0,1022,420,,,,5680.925021,1,25680.0,25680.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,154,1130_shp
55,t13CE-sl2-p46A-r42,26100.0,26100.0,1022,420,,,,5680.925021,1,26100.0,26100.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,154,1130_shp
56,t13CE-sl2-p46A-r42,26100.0,26100.0,1022,420,,,,5680.925021,1,25867.0,25867.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,154,1130_shp
57,t13CE-sl2-p46A-r42,26100.0,26100.0,1022,420,,,,5680.925021,1,26365.0,26365.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,154,1130_shp
58,t13CE-sl2-p46A-r42,26100.0,26100.0,1022,420,,,,5680.925021,1,26520.0,26520.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,154,1130_shp
59,t13CE-sl2-p46A-r42,26100.0,26100.0,1022,420,,,,5680.925021,1,25767.0,25767.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,154,1130_shp
60,t13CE-sl2-p46A-r42,26365.0,26365.0,588,685,,,,9245.25269,0,25680.0,25680.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,154,1130_shp
61,t13CE-sl2-p46A-r42,26365.0,26365.0,588,685,,,,9245.25269,0,26100.0,26100.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,154,1130_shp
62,t13CE-sl2-p46A-r42,26365.0,26365.0,588,685,,,,9245.25269,0,25867.0,25867.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,154,1130_shp
63,t13CE-sl2-p46A-r42,26365.0,26365.0,588,685,,,,9245.25269,0,26365.0,26365.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,154,1130_shp
64,t13CE-sl2-p46A-r42,26365.0,26365.0,588,685,,,,9245.25269,0,26520.0,26520.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,154,1130_shp
65,t13CE-sl2-p46A-r42,26365.0,26365.0,588,685,,,,9245.25269,0,25767.0,25767.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,154,1130_shp
66,t13CE-sl2-p46A-r42,26520.0,26520.0,67,840,,,,10971.529564,1,25680.0,25680.0,1020,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,154,1130_shp
67,t13CE-sl2-p46A-r42,26520.0,26520.0,67,840,,,,10971.529564,1,26100.0,26100.0,1022,420,,,,5680.925021,1,16,2,Red Mile/uk Camp,1,154,1130_shp
68,t13CE-sl2-p46A-r42,26520.0,26520.0,67,840,,,,10971.529564,1,25867.0,25867.0,529,187,,,,2354.056386,0,16,2,Red Mile/uk Camp,1,154,1130_shp
69,t13CE-sl2-p46A-r42,26520.0,26520.0,67,840,,,,10971.529564,1,26365.0,26365.0,588,685,,,,9245.25269,0,16,2,Red Mile/uk Camp,1,154,1130_shp
70,t13CE-sl2-p46A-r42,26520.0,26520.0,67,840,,,,10971.529564,1,26520.0,26520.0,67,840,,,,10971.529564,1,16,2,Red Mile/uk Camp,1,154,1130_shp
71,t13CE-sl2-p46A-r42,26520.0,26520.0,67,840,,,,10971.529564,1,25767.0,25767.0,74,87,,,,973.907534,0,16,2,Red Mile/uk Camp,1,154,1130_shp
72,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26280.0,26280.0,1020,480,,,,8710.054377,1,16,2,Red Mile/uk Camp,1,152,1129_shp
73,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26760.0,26760.0,1022,960,,,,14390.979398,1,16,2,Red Mile/uk Camp,1,152,1129_shp
74,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26494.0,26494.0,529,694,,,,11064.110763,0,16,2,Red Mile/uk Camp,1,152,1129_shp
75,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,27062.0,27062.0,588,1262,,,,17955.307066,0,16,2,Red Mile/uk Camp,1,152,1129_shp
76,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,25800.0,25800.0,67,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1129_shp
77,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,25857.0,25857.0,68,57,,,,1183.842193,0,16,2,Red Mile/uk Camp,1,152,1129_shp
78,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,25929.0,25929.0,69,129,,,,2705.599187,0,16,2,Red Mile/uk Camp,1,152,1129_shp
79,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,25983.0,25983.0,70,183,,,,3639.558549,0,16,2,Red Mile/uk Camp,1,152,1129_shp
80,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26033.0,26033.0,71,233,,,,4449.789478,0,16,2,Red Mile/uk Camp,1,152,1129_shp
81,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26091.0,26091.0,72,291,,,,5441.19694,0,16,2,Red Mile/uk Camp,1,152,1129_shp
82,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26144.0,26144.0,73,344,,,,6317.385862,0,16,2,Red Mile/uk Camp,1,152,1129_shp
83,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26380.0,26380.0,74,580,,,,9683.961911,0,16,2,Red Mile/uk Camp,1,152,1129_shp
84,t13CF-sl2-p469-r28,25800.0,25800.0,67,0,,,,0.0,1,26212.0,26212.0,928,412,,,,7568.031889,0,16,2,Red Mile/uk Camp,1,152,1129_shp
85,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26280.0,26280.0,1020,480,,,,8710.054377,1,16,2,Red Mile/uk Camp,1,152,1129_shp
86,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26760.0,26760.0,1022,960,,,,14390.979398,1,16,2,Red Mile/uk Camp,1,152,1129_shp
87,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26494.0,26494.0,529,694,,,,11064.110763,0,16,2,Red Mile/uk Camp,1,152,1129_shp
88,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,27062.0,27062.0,588,1262,,,,17955.307066,0,16,2,Red Mile/uk Camp,1,152,1129_shp
89,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,25800.0,25800.0,67,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1129_shp
90,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,25857.0,25857.0,68,57,,,,1183.842193,0,16,2,Red Mile/uk Camp,1,152,1129_shp
91,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,25929.0,25929.0,69,129,,,,2705.599187,0,16,2,Red Mile/uk Camp,1,152,1129_shp
92,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,25983.0,25983.0,70,183,,,,3639.558549,0,16,2,Red Mile/uk Camp,1,152,1129_shp
93,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26033.0,26033.0,71,233,,,,4449.789478,0,16,2,Red Mile/uk Camp,1,152,1129_shp
94,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26091.0,26091.0,72,291,,,,5441.19694,0,16,2,Red Mile/uk Camp,1,152,1129_shp
95,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26144.0,26144.0,73,344,,,,6317.385862,0,16,2,Red Mile/uk Camp,1,152,1129_shp
96,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26380.0,26380.0,74,580,,,,9683.961911,0,16,2,Red Mile/uk Camp,1,152,1129_shp
97,t13CF-sl2-p469-r28,25857.0,25857.0,68,57,,,,1183.842193,0,26212.0,26212.0,928,412,,,,7568.031889,0,16,2,Red Mile/uk Camp,1,152,1129_shp
98,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26280.0,26280.0,1020,480,,,,8710.054377,1,16,2,Red Mile/uk Camp,1,152,1129_shp
99,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26760.0,26760.0,1022,960,,,,14390.979398,1,16,2,Red Mile/uk Camp,1,152,1129_shp
100,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26494.0,26494.0,529,694,,,,11064.110763,0,16,2,Red Mile/uk Camp,1,152,1129_shp
101,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,27062.0,27062.0,588,1262,,,,17955.307066,0,16,2,Red Mile/uk Camp,1,152,1129_shp
102,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,25800.0,25800.0,67,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1129_shp
103,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,25857.0,25857.0,68,57,,,,1183.842193,0,16,2,Red Mile/uk Camp,1,152,1129_shp
104,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,25929.0,25929.0,69,129,,,,2705.599187,0,16,2,Red Mile/uk Camp,1,152,1129_shp
105,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,25983.0,25983.0,70,183,,,,3639.558549,0,16,2,Red Mile/uk Camp,1,152,1129_shp
106,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26033.0,26033.0,71,233,,,,4449.789478,0,16,2,Red Mile/uk Camp,1,152,1129_shp
107,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26091.0,26091.0,72,291,,,,5441.19694,0,16,2,Red Mile/uk Camp,1,152,1129_shp
108,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26144.0,26144.0,73,344,,,,6317.385862,0,16,2,Red Mile/uk Camp,1,152,1129_shp
109,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26380.0,26380.0,74,580,,,,9683.961911,0,16,2,Red Mile/uk Camp,1,152,1129_shp
110,t13CF-sl2-p469-r28,25929.0,25929.0,69,129,,,,2705.599187,0,26212.0,26212.0,928,412,,,,7568.031889,0,16,2,Red Mile/uk Camp,1,152,1129_shp
111,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26280.0,26280.0,1020,480,,,,8710.054377,1,16,2,Red Mile/uk Camp,1,152,1129_shp
112,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26760.0,26760.0,1022,960,,,,14390.979398,1,16,2,Red Mile/uk Camp,1,152,1129_shp
113,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26494.0,26494.0,529,694,,,,11064.110763,0,16,2,Red Mile/uk Camp,1,152,1129_shp
114,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,27062.0,27062.0,588,1262,,,,17955.307066,0,16,2,Red Mile/uk Camp,1,152,1129_shp
115,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,25800.0,25800.0,67,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1129_shp
116,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,25857.0,25857.0,68,57,,,,1183.842193,0,16,2,Red Mile/uk Camp,1,152,1129_shp
117,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,25929.0,25929.0,69,129,,,,2705.599187,0,16,2,Red Mile/uk Camp,1,152,1129_shp
118,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,25983.0,25983.0,70,183,,,,3639.558549,0,16,2,Red Mile/uk Camp,1,152,1129_shp
119,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26033.0,26033.0,71,233,,,,4449.789478,0,16,2,Red Mile/uk Camp,1,152,1129_shp
120,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26091.0,26091.0,72,291,,,,5441.19694,0,16,2,Red Mile/uk Camp,1,152,1129_shp
121,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26144.0,26144.0,73,344,,,,6317.385862,0,16,2,Red Mile/uk Camp,1,152,1129_shp
122,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26380.0,26380.0,74,580,,,,9683.961911,0,16,2,Red Mile/uk Camp,1,152,1129_shp
123,t13CF-sl2-p469-r28,25983.0,25983.0,70,183,,,,3639.558549,0,26212.0,26212.0,928,412,,,,7568.031889,0,16,2,Red Mile/uk Camp,1,152,1129_shp
124,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26280.0,26280.0,1020,480,,,,8710.054377,1,16,2,Red Mile/uk Camp,1,152,1129_shp
125,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26760.0,26760.0,1022,960,,,,14390.979398,1,16,2,Red Mile/uk Camp,1,152,1129_shp
126,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26494.0,26494.0,529,694,,,,11064.110763,0,16,2,Red Mile/uk Camp,1,152,1129_shp
127,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,27062.0,27062.0,588,1262,,,,17955.307066,0,16,2,Red Mile/uk Camp,1,152,1129_shp
128,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,25800.0,25800.0,67,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1129_shp
129,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,25857.0,25857.0,68,57,,,,1183.842193,0,16,2,Red Mile/uk Camp,1,152,1129_shp
130,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,25929.0,25929.0,69,129,,,,2705.599187,0,16,2,Red Mile/uk Camp,1,152,1129_shp
131,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,25983.0,25983.0,70,183,,,,3639.558549,0,16,2,Red Mile/uk Camp,1,152,1129_shp
132,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26033.0,26033.0,71,233,,,,4449.789478,0,16,2,Red Mile/uk Camp,1,152,1129_shp
133,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26091.0,26091.0,72,291,,,,5441.19694,0,16,2,Red Mile/uk Camp,1,152,1129_shp
134,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26144.0,26144.0,73,344,,,,6317.385862,0,16,2,Red Mile/uk Camp,1,152,1129_shp
135,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26380.0,26380.0,74,580,,,,9683.961911,0,16,2,Red Mile/uk Camp,1,152,1129_shp
136,t13CF-sl2-p469-r28,26033.0,26033.0,71,233,,,,4449.789478,0,26212.0,26212.0,928,412,,,,7568.031889,0,16,2,Red Mile/uk Camp,1,152,1129_shp
137,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,26280.0,26280.0,1020,480,,,,8710.054377,1,16,2,Red Mile/uk Camp,1,152,1129_shp
138,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,26760.0,26760.0,1022,960,,,,14390.979398,1,16,2,Red Mile/uk Camp,1,152,1129_shp
139,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,26494.0,26494.0,529,694,,,,11064.110763,0,16,2,Red Mile/uk Camp,1,152,1129_shp
140,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,27062.0,27062.0,588,1262,,,,17955.307066,0,16,2,Red Mile/uk Camp,1,152,1129_shp
141,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,25800.0,25800.0,67,0,,,,0.0,1,16,2,Red Mile/uk Camp,1,152,1129_shp
142,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,25857.0,25857.0,68,57,,,,1183.842193,0,16,2,Red Mile/uk Camp,1,152,1129_shp
143,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,25929.0,25929.0,69,129,,,,2705.599187,0,16,2,Red Mile/uk Camp,1,152,1129_shp
144,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,25983.0,25983.0,70,183,,,,3639.558549,0,16,2,Red Mile/uk Camp,1,152,1129_shp
145,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,26033.0,26033.0,71,233,,,,4449.789478,0,16,2,Red Mile/uk Camp,1,152,1129_shp
146,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,26091.0,26091.0,72,291,,,,5441.19694,0,16,2,Red Mile/uk Camp,1,152,1129_shp
147,t13CF-sl2-p469-r28,26091.0,26091.0,72,291,,,,5441.19694,0,26144.0,26144.0,73,344,,,,6317.385862,0,16,2,Red Mile/uk Camp,1,152,1129_shp
